ZAR_NAZ;OKRES;KAPACITA;X;Y
Školní jídelna;Žïár nad Sázavou;480;15,94408986;49,56506397
Støední škola;Žïár nad Sázavou;540;15,94408986;49,56506397
Støední škola;Žïár nad Sázavou;0;15,9463457;49,56205929
Školní jídelna;Tøebíè;45;15,16141375;50,45851474
Mateøská škola;Tøebíè;45;15,16141375;50,45851474
Školní jídelna;Jihlava;450;15,70049137;49,37407451
Mateøská škola;Jihlava;75;15,70049137;49,37407451
Školní jídelna - výdejna;Pelhøimov;0;15,11515569;49,41698724
Mateøská škola;Havlíèkùv Brod;0;15,58099018;49,615398
Základní umìlecká škola;Havlíèkùv Brod;460;15,58099018;49,615398
Školní jídelna;Havlíèkùv Brod;550;15,58099018;49,615398
Školní klub;Havlíèkùv Brod;104;15,58099018;49,615398
Základní škola;Havlíèkùv Brod;470;15,58099018;49,615398
Školní družina;Havlíèkùv Brod;100;15,58099018;49,615398
Školní jídelna;Tøebíè;100;15,88914805;49,21719655
Mateøská škola;Tøebíè;100;15,88914805;49,21719655
Školní jídelna - výdejna;Žïár nad Sázavou;144;15,92860856;49,56300005
Mateøská škola;Žïár nad Sázavou;144;15,92860856;49,56300005
Školní jídelna - výdejna;Žïár nad Sázavou;144;15,92860856;49,56300005
Mateøská škola;Žïár nad Sázavou;144;15,92860856;49,56300005
Mateøská škola;Žïár nad Sázavou;144;15,92860856;49,56300005
Školní jídelna - výdejna;Žïár nad Sázavou;144;15,92860856;49,56300005
MŠ Ètyølístek;Žïár nad Sázavou;108;16,2490856;49,52497586
Školní jídelna;Žïár nad Sázavou;120;16,2490856;49,52497586
MŠ Ètyølístek;Žïár nad Sázavou;108;16,2490856;49,52497586
Školní jídelna;Žïár nad Sázavou;120;16,2490856;49,52497586
Školní jídelna;Tøebíè;170;15,84450063;49,20603126
Mateøská škola;Tøebíè;100;15,84450063;49,20603126
Mateøská škola;Žïár nad Sázavou;0;15,99199877;49,40306276
Školní jídelna;Jihlava;0;16,49303379;49,82013164
Mateøská škola;Jihlava;0;16,49303379;49,82013164
Školní družina;Jihlava;24;15,39248927;49,42923079
ŠJ - v;Jihlava;0;15,39248927;49,42923079
Základní škola;Jihlava;56;15,39248927;49,42923079
Pedag.- psychol. poradna;Žïár nad Sázavou;0;16,00682924;49,34748794
Pedag.- psychol. poradna;Žïár nad Sázavou;0;16,00682924;49,34748794
Pedag.- psychol. poradna;Žïár nad Sázavou;0;16,00682924;49,34748794
Školní jídelna - výdejna;Žïár nad Sázavou;0;16,00682924;49,34748794
Mateøská škola;Žïár nad Sázavou;0;16,00682924;49,34748794
Základní škola;Žïár nad Sázavou;775;16,00682924;49,34748794
Školní jídelna;Žïár nad Sázavou;600;16,00682924;49,34748794
Školní družina;Žïár nad Sázavou;100;16,00682924;49,34748794
Školní jídelna - výdejna;Žïár nad Sázavou;0;16,00682924;49,34748794
Základní škola;Žïár nad Sázavou;0;16,00682924;49,34748794
Pedag.- psychol. poradna;Žïár nad Sázavou;0;16,00682924;49,34748794
Mateøská škola;Žïár nad Sázavou;0;16,00682924;49,34748794
Základní škola;Žïár nad Sázavou;0;16,00682924;49,34748794
Školní družina;Žïár nad Sázavou;100;16,00682924;49,34748794
Dùm dìtí a mádeže;Žïár nad Sázavou;0;16,01559608;49,3519481
Mateøská škola;Pelhøimov;0;15,20952986;49,43738781
Školní jídelna;Pelhøimov;0;15,20952986;49,43738781
Základní škola;Pelhøimov;500;15,20898555;49,43557676
Školní jídelna;Pelhøimov;652;15,20898555;49,43557676
Školní družina;Pelhøimov;150;15,20898555;49,43557676
Støední škola;Tøebíè;0;15,88421206;49,21432094
Støední škola;Tøebíè;0;15,88421206;49,21432094
Støední škola;Tøebíè;250;15,885973;49,21389546
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,22051152;49,63367863
Mateøská škola;Žïár nad Sázavou;50;16,22051152;49,63367863
Základní umìlecká škola;Žïár nad Sázavou;0;16,22051152;49,63367863
Základní škola;Žïár nad Sázavou;243;16,22051152;49,63367863
Školní jídelna;Žïár nad Sázavou;310;16,22051152;49,63367863
Školní družina;Žïár nad Sázavou;50;16,22051152;49,63367863
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,22051152;49,63367863
Støední škola;Havlíèkùv Brod;0;15,90755663;49,76213095
Školní jídelna;Tøebíè;100;15,8728977;49,21940894
Mateøská škola;Tøebíè;100;15,8728977;49,21940894
Mateøská škola;Tøebíè;200;15,57507245;49,0184673
Mateøská škola;Tøebíè;200;15,57507245;49,0184673
Školní jídelna;Tøebíè;200;15,57507245;49,0184673
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,94212963;49,55701043
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,94212963;49,55701043
Základní škola;Žïár nad Sázavou;590;15,94212963;49,55701043
Školní družina;Žïár nad Sázavou;202;15,94212963;49,55701043
Školní jídelna;Žïár nad Sázavou;800;15,94212963;49,55701043
Školní jídelna;Žïár nad Sázavou;800;15,94212963;49,55701043
Základní škola;Žïár nad Sázavou;264;16,02713954;49,70853423
Školní jídelna;Žïár nad Sázavou;250;16,02713954;49,70853423
Mateøská škola;Žïár nad Sázavou;0;16,02713954;49,70853423
Školní družina;Žïár nad Sázavou;55;16,02713954;49,70853423
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,02713954;49,70853423
Základní umìlecká škola;Pelhøimov;380;15,07425427;49,30397427
Školní jídelna;Pelhøimov;500;15,07488914;49,304325
Základní škola;Pelhøimov;0;15,07488914;49,304325
Základní škola;Pelhøimov;42;15,07488914;49,304325
Základní škola;Pelhøimov;0;15,07488914;49,304325
Školní družina;Pelhøimov;0;15,07488914;49,304325
Støední škola;Žïár nad Sázavou;0;16,05429844;49,54793433
Domov mládeže;Žïár nad Sázavou;0;16,05429844;49,54793433
Školní jídelna - výdejna;Žïár nad Sázavou;0;16,05429844;49,54793433
Støední škola;Žïár nad Sázavou;0;16,05429844;49,54793433
Domov mládeže;Žïár nad Sázavou;0;16,05429844;49,54793433
Školní jídelna - výdejna;Žïár nad Sázavou;0;16,05429844;49,54793433
Školní jídelna -výdejna;Havlíèkùv Brod;0;15,77916784;49,63763089
Mateøská škola;Havlíèkùv Brod;0;15,77916784;49,63763089
Mateøská škola;Pelhøimov;50;15,10184109;49,51236582
Školní jídelna - výdejna;Pelhøimov;0;15,10184109;49,51236582
Základní umìlecká škola;Pelhøimov;620;15,22070067;49,4302145
Školní jídelna;Pelhøimov;82;15,22155484;49,42506284
Mateøská škola;Pelhøimov;72;15,22155484;49,42506284
Základní umìlecká škola;Jihlava;0;15,67550931;49,30583455
Školní klub;Jihlava;40;15,71758758;49,48696406
Základní škola;Jihlava;600;15,71758758;49,48696406
Školní družina;Jihlava;60;15,71758758;49,48696406
Dùm dìtí a mládeže;Pelhøimov;0;14,6954925;49,18579891
Dùm dìtí a mládeže;Pelhøimov;0;14,6954925;49,18579891
Mateøská škola;Žïár nad Sázavou;26;16,09906496;49,57693967
Mateøská škola;Žïár nad Sázavou;26;16,09906496;49,57693967
Základní škola;Žïár nad Sázavou;34;16,10124266;49,57950412
Školní družina;Žïár nad Sázavou;0;16,10124266;49,57950412
Školní jídelna - výdejna;Žïár nad Sázavou;35;16,10124266;49,57950412
Základní škola;Žïár nad Sázavou;34;16,10124266;49,57950412
Školní družina;Žïár nad Sázavou;0;16,10124266;49,57950412
Školní jídelna - výdejna;Žïár nad Sázavou;35;16,10124266;49,57950412
Základní škola;Jihlava;350;15,65237375;49,47795987
Školní jídelna;Jihlava;460;15,65237375;49,47795987
Školní družina;Jihlava;75;15,65237375;49,47795987
Støední škola;Jihlava;100;15,59351855;49,40929835
Støední škola;Jihlava;100;15,59351855;49,40929835
Uèilištì;Jihlava;40;15,59351855;49,40929835
Uèilištì;Jihlava;40;15,59351855;49,40929835
Støední škola;Jihlava;400;15,59351855;49,40929835
Støední škola;Jihlava;400;15,59351855;49,40929835
Školní jídelna - výdejna;Jihlava;0;15,59351855;49,40929835
Školní jídelna - výdejna;Jihlava;0;15,59351855;49,40929835
Støední škola;Jihlava;100;15,59351855;49,40929835
Støední škola;Jihlava;100;15,59351855;49,40929835
Uèilištì;Jihlava;40;15,59351855;49,40929835
Uèilištì;Jihlava;40;15,59351855;49,40929835
Støední škola;Jihlava;400;15,59351855;49,40929835
Støední škola;Jihlava;400;15,59351855;49,40929835
Školní jídelna - výdejna;Jihlava;0;15,59351855;49,40929835
Školní jídelna - výdejna;Jihlava;0;15,59351855;49,40929835
Støední škola;Jihlava;100;15,59351855;49,40929835
Støední škola;Jihlava;100;15,59351855;49,40929835
Uèilištì;Jihlava;40;15,59351855;49,40929835
Uèilištì;Jihlava;40;15,59351855;49,40929835
Støední škola;Jihlava;400;15,59351855;49,40929835
Støední škola;Jihlava;400;15,59351855;49,40929835
Školní jídelna - výdejna;Jihlava;0;15,59351855;49,40929835
Školní jídelna - výdejna;Jihlava;0;15,59351855;49,40929835
Støední škola;Jihlava;100;15,59351855;49,40929835
Støední škola;Jihlava;100;15,59351855;49,40929835
Uèilištì;Jihlava;40;15,59351855;49,40929835
Uèilištì;Jihlava;40;15,59351855;49,40929835
Støední škola;Jihlava;400;15,59351855;49,40929835
Støední škola;Jihlava;400;15,59351855;49,40929835
Školní jídelna - výdejna;Jihlava;0;15,59351855;49,40929835
Školní jídelna - výdejna;Jihlava;0;15,59351855;49,40929835
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01486154;49,35654558
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01486154;49,35654558
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01486154;49,35654558
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01486154;49,35654558
Základní umìlecká škola;Žïár nad Sázavou;540;16,01486154;49,35654558
Školní družina;Žïár nad Sázavou;12;16,01918211;49,35380984
Školní jídelna;Žïár nad Sázavou;1000;16,01918211;49,35380984
Støední škola;Žïár nad Sázavou;6;16,01918211;49,35380984
Základní škola;Žïár nad Sázavou;0;16,01918211;49,35380984
Základní škola;Žïár nad Sázavou;0;16,01918211;49,35380984
Školní družina;Žïár nad Sázavou;12;16,01918211;49,35380984
Støední škola;Havlíèkùv Brod;360;15,27338705;49,69584127
Školní jídelna - výdejna;Havlíèkùv Brod;0;15,27338705;49,69584127
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01814998;49,35267146
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01814998;49,35267146
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01814998;49,35267146
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01814998;49,35267146
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01814998;49,35267146
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01814998;49,35267146
Støední škola;Tøebíè;0;15,80891325;49,05569838
Školní jídelna;Pelhøimov;800;15,21879237;49,43310942
Základní škola;Pelhøimov;640;15,21879237;49,43310942
Školní družina;Pelhøimov;200;15,21879237;49,43310942
Základní škola;Tøebíè;230;15,67107998;49,14484623
Školní družina;Tøebíè;25;15,67107998;49,14484623
Mateøská škola;Pelhøimov;93;15,21813508;49,43550715
Školní jídelna;Pelhøimov;118;15,21813508;49,43550715
Školní jídelna;Tøebíè;130;15,66981757;49,14538458
Základní škola;Tøebíè;0;15,66968201;49,14571161
Mateøská škola;Pelhøimov;94;15,21931154;49,43451596
Školní jídelna;Pelhøimov;109;15,21931154;49,43451596
Školní jídelna;Havlíèkùv Brod;102;15,58291523;49,60590039
Mateøská škola;Havlíèkùv Brod;75;15,58291523;49,60590039
Školní jídelna;Havlíèkùv Brod;0;15,58331886;49,60689211
Školní jídelna;Havlíèkùv Brod;100;15,57990679;49,60818594
Mateøská škola;Havlíèkùv Brod;79;15,57990679;49,60818594
Školní jídelna;Havlíèkùv Brod;0;15,57955261;49,60834702
Mateøská škola;Havlíèkùv Brod;0;15,57955261;49,60834702
Mateøská škola;Tøebíè;12;15,88871776;49,21185432
Školní družina;Tøebíè;0;15,88871776;49,21185432
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,95803761;49,46397351
Mateøská škola;Jihlava;0;15,56513724;49,39512492
Støední škola;Jihlava;336;15,56513724;49,39512492
Školní jídelna - výdejna;Jihlava;0;15,56513724;49,39512492
Mateøská škola;Jihlava;90;15,58832713;49,41340216
Školní jídelna;Jihlava;100;15,58832713;49,41340216
Mateøská škola;Jihlava;90;15,58832713;49,41340216
Školní jídelna;Jihlava;100;15,58832713;49,41340216
Výchovný ústav;Žïár nad Sázavou;0;15,93102371;49,56470609
Základní umìlecká škola;Jihlava;330;15,48355498;49,29030649
Mateøská škola;Jihlava;84;15,59364791;49,41283207
Školní jídelna;Jihlava;0;15,59364791;49,41283207
Mateøská škola;Jihlava;84;15,59364791;49,41283207
Školní jídelna;Jihlava;0;15,59364791;49,41283207
Mateøská škola;Jihlava;50;15,56689622;49,41381372
Školní jídelna;Jihlava;90;15,56689622;49,41381372
Mateøská škola;Jihlava;50;15,56689622;49,41381372
Školní jídelna;Jihlava;90;15,56689622;49,41381372
Støední škola;Jihlava;0;15,4833169;49,293096
Støední škola;Havlíèkùv Brod;0;15,39152345;49,67087368
Školní družina;Havlíèkùv Brod;0;15,56103202;49,61464079
Mateøská škola;Havlíèkùv Brod;0;15,56103202;49,61464079
Základní škola;Havlíèkùv Brod;16;15,56103202;49,61464079
Základní škola;Havlíèkùv Brod;15;15,56103202;49,61464079
Základní škola;Havlíèkùv Brod;45;15,56103202;49,61464079
Dùm dìtí a mládeže;Havlíèkùv Brod;0;15,5811858;49,60759185
Støední škola;Pelhøimov;0;15,22469356;49,43081695
Dùm dìtí a mládeže;Tøebíè;0;16,15559639;49,20420968
Základní škola;Žïár nad Sázavou;760;16,22920569;49,29098379
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,22920569;49,29098379
Mateøská škola;Žïár nad Sázavou;52;15,9354315;49,58404265
Školní jídelna - výdejna;Žïár nad Sázavou;0;15,9354315;49,58404265
Mateøská škola;Žïár nad Sázavou;52;15,9354315;49,58404265
Školní jídelna - výdejna;Žïár nad Sázavou;0;15,9354315;49,58404265
Školní družina;Žïár nad Sázavou;0;15,93570259;49,5807826
Základní škola;Žïár nad Sázavou;132;15,93570259;49,5807826
Školní jídelna - výdejna;Žïár nad Sázavou;0;15,93570259;49,5807826
Školní družina;Žïár nad Sázavou;0;15,93924059;49,5626335
Støední škola;Havlíèkùv Brod;95;15,40226903;49,66572336
Støední škola;Havlíèkùv Brod;361;15,40226903;49,66572336
Støední škola;Havlíèkùv Brod;119;15,40226903;49,66572336
Školní jídelna;Havlíèkùv Brod;450;15,40226903;49,66572336
Domov mládeže;Havlíèkùv Brod;159;15,40226903;49,66572336
Vyšší odborná škola;Havlíèkùv Brod;25;15,40226903;49,66572336
Mateøská škola;Jihlava;100;15,58233264;49,39391709
Školní jídelna;Jihlava;108;15,58233264;49,39391709
Mateøská škola;Jihlava;100;15,58233264;49,39391709
Školní jídelna;Jihlava;108;15,58233264;49,39391709
Školní jídelna;Jihlava;850;15,58411358;49,39373039
Školní družina;Jihlava;250;15,58411358;49,39373039
Základní škola;Jihlava;1000;15,58411358;49,39373039
Základní škola;Jihlava;1000;15,58411358;49,39373039
Školní jídelna;Jihlava;850;15,58411358;49,39373039
Školní družina;Jihlava;250;15,58411358;49,39373039
Výchovný ústav;Jihlava;0;15,32026134;49,25092205
Školní jídelna - výdejna;Jihlava;0;15,32026134;49,25092205
Støední škola;Jihlava;0;15,32026134;49,25092205
Centrální jídelna;Tøebíè;2200;15,88255375;49,2137861
Støední škola;Tøebíè;60;15,88223386;49,21384561
Støední škola;Tøebíè;60;15,88223386;49,21384561
Školní družina;Žïár nad Sázavou;0;16,0285065;49,55293964
Základní škola;Žïár nad Sázavou;26;16,0285065;49,55293964
Školní družina;Žïár nad Sázavou;0;16,0285065;49,55293964
Základní škola;Žïár nad Sázavou;26;16,0285065;49,55293964
Mateøská škola;Žïár nad Sázavou;48;16,02716302;49,55255746
Mateøská škola;Žïár nad Sázavou;48;16,02716302;49,55255746
Domov mládeže;Pelhøimov;280;15,22801699;49,43195301
Školní jídelna;Pelhøimov;700;15,22801699;49,43195301
Støední škola;Pelhøimov;180;15,22801699;49,43195301
Støední škola;Pelhøimov;322;15,22801699;49,43195301
Vyšší odborná škola;Pelhøimov;30;15,22801699;49,43195301
Mateøská škola;Pelhøimov;0;15,22984442;49,43351296
Školní družina;Pelhøimov;0;15,22984442;49,43351296
Mateøská škola;Tøebíè;0;15,86253107;49,22251329
Školní jídelna - výdejna;Tøebíè;0;15,86253107;49,22251329
Mateøská škola;Pelhøimov;76;15,35634107;49,54133081
Školní jídelna;Pelhøimov;100;15,35634107;49,54133081
Školní jídelna;Havlíèkùv Brod;1300;15,67321898;49,71876257
Základní škola;Havlíèkùv Brod;840;15,67276885;49,7180153
Školní družina;Havlíèkùv Brod;0;15,67276885;49,7180153
Školní klub;Havlíèkùv Brod;10;15,67276885;49,7180153
Internátní jídelna;Havlíèkùv Brod;63;15,67349119;49,72062134
Internát;Havlíèkùv Brod;30;15,67349119;49,72062134
Domov mládeže;Havlíèkùv Brod;160;15,67243828;49,71874216
Základní umìlecká škola;Havlíèkùv Brod;550;15,57762505;49,60812118
Školní jídelna;Žïár nad Sázavou;111;16,02137202;49,35128589
Mateøská škola;Žïár nad Sázavou;100;16,02137202;49,35128589
Školní jídelna;Žïár nad Sázavou;111;16,02137202;49,35128589
Mateøská škola;Žïár nad Sázavou;100;16,02137202;49,35128589
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,02057963;49,35167558
Støední škola;Žïár nad Sázavou;420;16,02057963;49,35167558
Støední škola;Žïár nad Sázavou;420;16,02057963;49,35167558
Školní jídelna;Žïár nad Sázavou;111;16,02137202;49,35128589
Mateøská škola;Žïár nad Sázavou;100;16,02137202;49,35128589
Základní škola;Jihlava;31;15,58167232;49,40956535
Základní škola;Jihlava;31;15,58167232;49,40956535
Základní škola;Žïár nad Sázavou;900;16,01860331;49,35204697
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01860331;49,35204697
Dìtský domov;Tøebíè;20;16,05901298;49,1040564
Školní jídelna;Tøebíè;50;16,05901298;49,1040564
Pedag.- psych.poradna;Pelhøimov;0;15,22140574;49,43148485
Pedag.- psych.poradna;Pelhøimov;0;15,22140574;49,43148485
Základní umìlecká škola;Tøebíè;280;15,88283763;49,21494031
Dùm dìtí a mládeže;Pelhøimov;0;15,35812367;49,54724255
Dùm dìtí a mládeže;Pelhøimov;0;15,35812367;49,54724255
Školní jídelna;Žïár nad Sázavou;92;16,00435412;49,35908468
Mateøská škola;Žïár nad Sázavou;81;16,00435412;49,35908468
Školní jídelna;Žïár nad Sázavou;92;16,00435412;49,35908468
Mateøská škola;Žïár nad Sázavou;81;16,00435412;49,35908468
Mateøská škola;Havlíèkùv Brod;0;15,48537636;49,75886547
Školní jídelna - výdejna;Havlíèkùv Brod;0;15,48537636;49,75886547
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,0045425;49,35896925
Školní jídelna;Žïár nad Sázavou;92;16,00435412;49,35908468
Mateøská škola;Žïár nad Sázavou;81;16,00435412;49,35908468
Základní škola;Žïár nad Sázavou;0;16,07239596;49,56472927
Mateøská škola;Havlíèkùv Brod;83;15,27481503;49,70098569
Školní jídelna;Havlíèkùv Brod;100;15,27481503;49,70098569
Støední škola;Žïár nad Sázavou;670;15,93142304;49,55521076
Uèilištì;Žïár nad Sázavou;0;15,93142304;49,55521076
Školní jídelna - výdejna;Žïár nad Sázavou;0;15,93142304;49,55521076
Støední škola;Žïár nad Sázavou;657;15,94299098;49,56563081
Domov mládeže;Žïár nad Sázavou;228;15,94299098;49,56563081
Školní jídelna;Žïár nad Sázavou;1500;15,94299098;49,56563081
Vyšší odborná škola;Žïár nad Sázavou;100;15,94299098;49,56563081
Mateøská škola;Havlíèkùv Brod;105;15,67337184;49,71908437
Školní jídelna;Havlíèkùv Brod;120;15,67337184;49,71908437
Školní jídelna;Tøebíè;0;15,81764518;49,052841
Mateøská škola;Tøebíè;0;15,81764518;49,052841
Dìtský domov se školou;Jihlava;0;15,58789374;49,42264308
Dùm dìtí a mládeže;Jihlava;0;15,70046471;49,37481627
Základní umìlecká škola;Jihlava;0;15,70046471;49,37481627
Školní družina;Jihlava;75;15,70046471;49,37481627
Základní škola;Jihlava;320;15,70046471;49,37481627
Školní jídelna;Tøebíè;170;15,77722386;49,25961161
Školní jídelna;Tøebíè;170;15,77722386;49,25961161
Mateøská škola;Tøebíè;0;15,77722386;49,25961161
Základní škola;Žïár nad Sázavou;900;16,00548007;49,34859336
Školní družina;Žïár nad Sázavou;90;16,00548007;49,34859336
Školní jídelna;Žïár nad Sázavou;1000;16,00548007;49,34859336
Základní škola;Jihlava;250;15,39062611;49,3135369
Školní jídelna;Jihlava;320;15,39062611;49,3135369
Støední škola;Jihlava;400;15,59889549;49,42881981
Støední škola;Jihlava;400;15,59889549;49,42881981
Školní jídelna;Jihlava;400;15,59889549;49,42881981
Školní jídelna;Jihlava;400;15,59889549;49,42881981
Støední škola;Jihlava;400;15,59889549;49,42881981
Støední škola;Jihlava;400;15,59889549;49,42881981
Školní jídelna;Jihlava;400;15,59889549;49,42881981
Školní jídelna;Jihlava;400;15,59889549;49,42881981
Støední škola;Jihlava;400;15,59889549;49,42881981
Støední škola;Jihlava;400;15,59889549;49,42881981
Školní jídelna;Jihlava;400;15,59889549;49,42881981
Školní jídelna;Jihlava;400;15,59889549;49,42881981
Støední škola;Jihlava;400;15,59889549;49,42881981
Støední škola;Jihlava;400;15,59889549;49,42881981
Školní jídelna;Jihlava;400;15,59889549;49,42881981
Školní jídelna;Jihlava;400;15,59889549;49,42881981
Základní škola;Havlíèkùv Brod;300;15,84743332;49,69093432
Školní jídelna;Havlíèkùv Brod;0;15,84743332;49,69093432
Školní družina;Havlíèkùv Brod;35;15,84743332;49,69093432
Základní umìlecká škola;Havlíèkùv Brod;0;15,84743332;49,69093432
Dùm dìtí a mládeže;Havlíèkùv Brod;0;15,84743332;49,69093432
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,07392196;49,56282937
Školní jídelna - výdejna;Jihlava;0;15,39158288;49,31368399
Mateøská škola;Jihlava;100;15,39158288;49,31368399
Školní družina;Jihlava;90;15,39158288;49,31368399
ŠJ - v;Jihlava;0;15,39158288;49,31368399
Mateøská škola;Pelhøimov;0;15,35452059;49,54016902
Školní jídelna - výdejna;Pelhøimov;0;15,35452059;49,54016902
Základní škola;Tøebíè;40;16,25411363;49,1906844
Školní družina;Tøebíè;25;16,25411363;49,1906844
Školní jídelna - výdejna;Tøebíè;55;16,25411363;49,1906844
Mateøská škola;Jihlava;0;15,67433457;49,30891918
Školní jídelna - výdejna;Jihlava;0;15,67433457;49,30891918
Základní umìlecká škola;Pelhøimov;525;15,35458308;49,53957601
Mateøská škola;Jihlava;0;15,67541451;49,30948315
Základní škola;Jihlava;450;15,67541451;49,30948315
Školní jídelna;Jihlava;600;15,67541451;49,30948315
Školní družina;Jihlava;120;15,67541451;49,30948315
Mateøská škola;Jihlava;0;15,67541451;49,30948315
Støední škola;Pelhøimov;60;15,35317152;49,53789005
Støední škola;Pelhøimov;978;15,35317152;49,53789005
Støední škola;Pelhøimov;750;15,35317152;49,53789005
Støední škola;Pelhøimov;60;15,35317152;49,53789005
Støední škola;Pelhøimov;978;15,35317152;49,53789005
Støední škola;Pelhøimov;750;15,35317152;49,53789005
Školní jídelna;Havlíèkùv Brod;20;15,54268675;49,58785901
Mateøská škola;Havlíèkùv Brod;20;15,54268675;49,58785901
Školní jídelna;Havlíèkùv Brod;20;15,54268675;49,58785901
Mateøská škola;Havlíèkùv Brod;20;15,54268675;49,58785901
Základní škola;Pelhøimov;44;15,00184978;49,4722373
Základní škola;Pelhøimov;0;15,00184978;49,4722373
Základní škola;Pelhøimov;0;15,00184978;49,4722373
Základní škola;Pelhøimov;44;15,00184978;49,4722373
Základní škola;Pelhøimov;0;15,00184978;49,4722373
Základní škola;Pelhøimov;44;15,00184978;49,4722373
Základní škola;Pelhøimov;0;15,00184978;49,4722373
Základní škola;Pelhøimov;44;15,00184978;49,4722373
Základní škola;Pelhøimov;0;15,00184978;49,4722373
Základní umìlecká škola;Pelhøimov;180;15,00184978;49,4722373
Základní škola;Havlíèkùv Brod;400;15,58018193;49,60942983
Školní družina;Havlíèkùv Brod;60;15,58018193;49,60942983
Školní klub;Havlíèkùv Brod;70;15,58018193;49,60942983
Støední škola;Havlíèkùv Brod;560;15,58022996;49,60900444
Školní družina;Jihlava;150;15,57918614;49,39471754
Školní jídelna;Jihlava;32;15,45361005;49,18705655
Dìtský domov;Jihlava;24;15,45361005;49,18705655
Dùm dìtí a mládeže;Tøebíè;0;15,87586927;49,20717596
Základní škola;Žïár nad Sázavou;860;15,94336779;49,56261992
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,94336779;49,56261992
Školní jídelna;Žïár nad Sázavou;1000;15,94336779;49,56261992
Školní družina;Žïár nad Sázavou;180;15,94336779;49,56261992
Školní jídelna;Žïár nad Sázavou;1000;15,94336779;49,56261992
Školní družina;Žïár nad Sázavou;180;15,94336779;49,56261992
Støední škola;Jihlava;0;15,58380752;49,39184329
Støední škola;Jihlava;0;15,58195101;49,39152465
Základní škola;Žïár nad Sázavou;0;16,22664447;49,29119441
Školní jídelna;Žïár nad Sázavou;560;16,22664447;49,29119441
Školní družina;Žïár nad Sázavou;115;16,22664447;49,29119441
Základní škola;Žïár nad Sázavou;14;16,22706767;49,29252387
Školní družina;Žïár nad Sázavou;10;16,22706767;49,29252387
Základní škola;Žïár nad Sázavou;38;16,22706767;49,29252387
Mateøská škola;Tøebíè;0;15,85527764;49,20603659
Školní jídelna - výdejna;Tøebíè;0;15,85527764;49,20603659
DDM;Tøebíè;0;15,86308299;49,20711047
Dùm dìtí a mládeže;Tøebíè;0;15,86308299;49,20711047
Dùm dìtí a mládeže;Tøebíè;0;15,86143701;49,20716645
DDM;Tøebíè;0;15,86143701;49,20716645
DDM;Tøebíè;0;15,86143701;49,20716645
Støední škola;Tøebíè;0;15,85290068;49,20492729
Školní jídelna;Tøebíè;0;15,85290068;49,20492729
Domov mládeže;Tøebíè;0;15,85290068;49,20492729
Støední škola;Tøebíè;0;15,85290068;49,20492729
Školní jídelna;Tøebíè;0;15,85290068;49,20492729
Domov mládeže;Tøebíè;0;15,85290068;49,20492729
Školní jídelna;Tøebíè;520;15,80737087;49,05341384
Domov mládeže;Tøebíè;182;15,80737087;49,05341384
Støední škola;Tøebíè;1120;15,80737087;49,05341384
Støední škola;Jihlava;0;15,4796051;49,29245812
Mateøská škola;Tøebíè;70;16,14926082;49,20867502
Školní jídelna - výdejna;Tøebíè;0;16,14926082;49,20867502
Støední škola;Tøebíè;0;16,14838153;49,20859815
Støední škola;Tøebíè;0;16,14838153;49,20859815
Dìtský domov;Tøebíè;30;15,58054019;49,01992451
Školní jídelna;Tøebíè;40;15,58054019;49,01992451
Školní jídelna;Pelhøimov;780;15,22084419;49,42940171
Dùm dìtí a mládeže;Pelhøimov;0;15,22251239;49,42770814
Støední škola;Jihlava;720;15,58654056;49,39895833
Pedag. - psychol. poradna;Jihlava;0;15,58688751;49,39920959
Pedag. - psychol. poradna;Jihlava;0;15,58688751;49,39920959
Mateøská škola;Jihlava;45;15,59529346;49,38675851
Školní jídelna - výdejna;Jihlava;100;15,59529346;49,38675851
Mateøská škola;Jihlava;45;15,59529346;49,38675851
Školní jídelna - výdejna;Jihlava;100;15,59529346;49,38675851
Základní škola;Tøebíè;845;15,8764726;49,21972797
Školní družina;Tøebíè;140;15,8764726;49,21972797
