ZAR_NAZ;OKRES;KAPACITA;X;Y
Školní klub;Tøebíè;180;15,8764726;49,21972797
Základní škola;Tøebíè;845;15,8764726;49,21972797
Školní jídelna;Tøebíè;515;15,8764726;49,21972797
Školní družina;Tøebíè;140;15,8764726;49,21972797
Školní klub;Tøebíè;180;15,8764726;49,21972797
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,07402957;49,56412475
Základní škola;Žïár nad Sázavou;66;16,259325;49,52307778
Základní škola;Žïár nad Sázavou;16;16,259325;49,52307778
Školní družina;Žïár nad Sázavou;22;16,259325;49,52307778
Školní jídelna;Pelhøimov;300;15,32419514;49,32220995
Základní škola;Pelhøimov;235;15,32419514;49,32220995
Školní družina;Pelhøimov;50;15,32419514;49,32220995
Støední škola;Žïár nad Sázavou;190;16,22259876;49,29134894
Školní jídelna - výdejna;Havlíèkùv Brod;0;15,7350466;49,57845948
Mateøská škola;Havlíèkùv Brod;0;15,7350466;49,57845948
Základní škola;Žïár nad Sázavou;0;16,07419487;49,56628036
Základní umìlecká škola;Žïár nad Sázavou;0;16,07388193;49,5658074
Základní umìlecká škola;Pelhøimov;0;15,23927293;49,26161857
Dùm dìtí a mládeže;Tøebíè;0;15,81428096;49,05081738
Støední škola;Tøebíè;390;15,81428096;49,05081738
Støední škola;Tøebíè;340;15,81428096;49,05081738
Školní jídelna;Tøebíè;350;15,81428096;49,05081738
Školní jídelna;Pelhøimov;80;15,32311433;49,32284575
Mateøská škola;Pelhøimov;80;15,32311433;49,32284575
Základní škola;Žïár nad Sázavou;0;16,25564653;49,52285643
Školní družina;Žïár nad Sázavou;120;16,25564653;49,52285643
Základní škola;Žïár nad Sázavou;770;16,25564653;49,52285643
Základní škola;Tøebíè;0;15,57433357;49,01723033
Dùm dìtí a mládeže;Tøebíè;0;15,57433357;49,01723033
Základní škola;Tøebíè;0;15,57433357;49,01723033
Mateøská škola;Jihlava;24;15,70623775;49,48719314
školní jídelna - výdejna;Jihlava;0;15,70623775;49,48719314
Dùm dìtí a mládeže;Havlíèkùv Brod;0;15,67396012;49,71786731
Dùm dìtí a mládeže;Pelhøimov;0;15,35256675;49,53725074
Dùm dìtí a mládeže;Pelhøimov;0;15,35256675;49,53725074
Mateøská škola;Jihlava;46;15,59713911;49,39103902
Školní jídelna;Jihlava;50;15,59713911;49,39103902
Mateøská škola;Jihlava;46;15,59713911;49,39103902
Školní jídelna;Jihlava;50;15,59713911;49,39103902
Jídelna;Žïár nad Sázavou;94;15,88634326;49,39339195
Mateøská škola;Žïár nad Sázavou;94;15,88634326;49,39339195
Støední škola;Žïár nad Sázavou;240;15,9329568;49,5673712
Domov mládeže;Žïár nad Sázavou;35;15,9331527;49,56757417
Støední škola;Žïár nad Sázavou;230;15,9331527;49,56757417
Støední škola;Žïár nad Sázavou;273;15,9331527;49,56757417
Domov mládeže;Žïár nad Sázavou;35;15,9331527;49,56757417
Školní jídelna - výdejna;Žïár nad Sázavou;530;15,9331527;49,56757417
Støední škola;Žïár nad Sázavou;230;15,9331527;49,56757417
Støední škola;Žïár nad Sázavou;273;15,9331527;49,56757417
Školní jídelna - výdejna;Žïár nad Sázavou;530;15,9331527;49,56757417
Dùm dìtí a mládeže;Pelhøimov;0;15,3642093;49,53884283
Jídelna;Tøebíè;50;15,8682179;49,21864515
Mateøská škola;Tøebíè;50;15,8682179;49,21864515
Jídelna;Tøebíè;50;15,8682179;49,21864515
Mateøská škola;Tøebíè;50;15,8682179;49,21864515
Základní škola;Žïár nad Sázavou;42;16,22321799;49,29256379
Základní škola;Žïár nad Sázavou;12;16,22321799;49,29256379
Základní škola;Žïár nad Sázavou;3;16,22321799;49,29256379
Školní jídelna;Žïár nad Sázavou;216;16,2216203;49,29494501
Mateøská škola;Žïár nad Sázavou;120;16,2216203;49,29494501
Mateøská škola;Pelhøimov;93;15,2175917;49,43310303
Školní jídelna;Pelhøimov;118;15,2175917;49,43310303
Støední škola;Havlíèkùv Brod;0;15,59918102;49,60343378
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,00168848;49,35839707
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,00168848;49,35839707
Støední škola;Žïár nad Sázavou;690;16,00168848;49,35839707
Školní jídelna;Žïár nad Sázavou;600;16,00168848;49,35839707
Domov mládeže;Žïár nad Sázavou;324;16,00168848;49,35839707
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,10149066;49,39108949
Základní umìlecká škola;Žïár nad Sázavou;0;16,10149066;49,39108949
Základní škola;Žïár nad Sázavou;487;16,10149066;49,39108949
Školní jídelna;Žïár nad Sázavou;265;16,10149066;49,39108949
Mateøská škola;Žïár nad Sázavou;0;16,10149066;49,39108949
Školní jídelna - výdejna;Žïár nad Sázavou;0;16,10149066;49,39108949
Školní družina;Žïár nad Sázavou;90;16,10149066;49,39108949
Speciálnì pedag. centrum;Havlíèkùv Brod;0;15,58148037;49,61020891
Praktická škola;Havlíèkùv Brod;0;15,58148037;49,61020891
Speciálnì pedag. centrum;Havlíèkùv Brod;0;15,58148037;49,61020891
Základní škola;Havlíèkùv Brod;45;15,58148037;49,61020891
Základní škola;Havlíèkùv Brod;25;15,58148037;49,61020891
Školní družina;Havlíèkùv Brod;25;15,58148037;49,61020891
Speciálnì pedag. centrum;Havlíèkùv Brod;0;15,58148037;49,61020891
Speciálnì pedagogické centrum;Žïár nad Sázavou;0;16,02280211;49,34814671
Školní jídelna;Tøebíè;200;15,58098528;49,02138806
Vyšší odborná škola;Havlíèkùv Brod;0;15,67182652;49,71870118
Výchovný ústav;Pelhøimov;0;14,96691327;49,37724027
Støední škola;Pelhøimov;20;14,96606884;49,37797309
Odborné uèilištì;Pelhøimov;16;14,96606884;49,37797309
Praktická škola;Pelhøimov;15;14,96606884;49,37797309
Støední škola;Pelhøimov;0;14,96655346;49,37847631
Základní škola;Havlíèkùv Brod;650;15,58263843;49,6066026
Školní družina;Havlíèkùv Brod;225;15,58263843;49,6066026
Školní jídelna;Havlíèkùv Brod;800;15,58263843;49,6066026
Školní klub;Havlíèkùv Brod;0;15,58263843;49,6066026
Základní škola;Havlíèkùv Brod;360;15,48676468;49,7560828
Školní jídelna;Tøebíè;150;16,20161755;49,19691178
Mateøská škola;Tøebíè;40;16,20161755;49,19691178
Základní škola;Pelhøimov;620;15,07516114;49,30369412
Školní družina;Pelhøimov;75;15,07516114;49,30369412
Školní jídelna;Tøebíè;500;15,87884887;49,20669029
Školní klub;Tøebíè;100;15,87884887;49,20669029
Školní družina;Tøebíè;185;15,87884887;49,20669029
Základní škola;Tøebíè;350;15,87884887;49,20669029
Školní jídelna;Tøebíè;500;15,87884887;49,20669029
Školní klub;Tøebíè;100;15,87884887;49,20669029
Školní družina;Tøebíè;185;15,87884887;49,20669029
Základní škola;Tøebíè;350;15,87884887;49,20669029
Jídelna;Žïár nad Sázavou;151;15,94524954;49,56280805
Mateøská škola;Žïár nad Sázavou;151;15,94524954;49,56280805
Jídelna;Žïár nad Sázavou;151;15,94524954;49,56280805
Mateøská škola;Žïár nad Sázavou;151;15,94524954;49,56280805
Školní jídelna;Jihlava;140;15,72351294;49,48742404
Mateøská škola;Jihlava;75;15,72351294;49,48742404
Výchovný ústav;Žïár nad Sázavou;0;15,93302064;49,55961912
Školní jídelna - výdejna;Žïár nad Sázavou;0;15,93302064;49,55961912
Pedag.- psychol. poradna;Žïár nad Sázavou;0;15,93349795;49,55941087
Pedag.- psychol. poradna;Žïár nad Sázavou;0;15,93349795;49,55941087
Jídelna;Žïár nad Sázavou;165;15,93534527;49,56019453
Mateøská škola;Žïár nad Sázavou;144;15,93534527;49,56019453
Jídelna;Žïár nad Sázavou;165;15,93534527;49,56019453
Mateøská škola;Žïár nad Sázavou;144;15,93534527;49,56019453
Jídelna;Žïár nad Sázavou;165;15,93534527;49,56019453
Mateøská škola;Žïár nad Sázavou;144;15,93534527;49,56019453
ŠJ-v;Pelhøimov;0;14,98631796;49,56668675
Školní jídelna - výdejna;Pelhøimov;0;14,98631796;49,56668675
Mateøská škola;Pelhøimov;60;14,98631796;49,56668675
Mateøská škola;Pelhøimov;0;15,07453884;49,29988224
Školní jídelna - výdejna;Pelhøimov;60;15,07453884;49,29988224
Støedisko praktického vyuèování;Žïár nad Sázavou;0;16,21462093;49,30028451
Ped.-psych. poradna;Tøebíè;0;15,87875425;49,20373538
Ped.-psych. poradna;Tøebíè;0;15,87875425;49,20373538
Základní umìlecká škola;Žïár nad Sázavou;581;16,07386108;49,56191657
Školní družina;Žïár nad Sázavou;0;16,07417498;49,56217038
Školní jídelna;Žïár nad Sázavou;784;16,07446919;49,56233039
Školní družina;Žïár nad Sázavou;0;16,07446919;49,56233039
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,07446919;49,56233039
Základní škola;Žïár nad Sázavou;729;16,07446919;49,56233039
Støedisko výchovné péèe;Jihlava;0;15,57710429;49,39689465
Mateøská škola;Jihlava;45;15,57087655;49,39759118
Školní družina;Jihlava;18;15,57087655;49,39759118
Jídelna;Žïár nad Sázavou;62;15,94494745;49,56915607
Mateøská škola;Žïár nad Sázavou;54;15,94494745;49,56915607
Jídelna;Žïár nad Sázavou;62;15,94494745;49,56915607
Mateøská škola;Žïár nad Sázavou;54;15,94494745;49,56915607
Jídelna;Žïár nad Sázavou;62;15,94494745;49,56915607
Mateøská škola;Žïár nad Sázavou;54;15,94494745;49,56915607
Školní družina;Havlíèkùv Brod;120;15,57280351;49,61419014
Školní jídelna;Havlíèkùv Brod;1000;15,57280351;49,61419014
Školní klub;Havlíèkùv Brod;30;15,57280351;49,61419014
Základní škola;Havlíèkùv Brod;650;15,57280351;49,61419014
Školní klub;Pelhøimov;30;15,00386884;49,4745808
Školní družina;Pelhøimov;150;15,00386884;49,4745808
Školní klub;Pelhøimov;30;15,00386884;49,4745808
Školní družina;Pelhøimov;150;15,00386884;49,4745808
Školní klub;Pelhøimov;30;15,00386884;49,4745808
Školní klub;Pelhøimov;30;15,00386884;49,4745808
Školní družina;Pelhøimov;150;15,00386884;49,4745808
Školní družina;Pelhøimov;150;15,00386884;49,4745808
Školní klub;Pelhøimov;30;15,00386884;49,4745808
Školní klub;Pelhøimov;30;15,00386884;49,4745808
Základní škola;Pelhøimov;500;15,00386884;49,4745808
Školní družina;Pelhøimov;150;15,00386884;49,4745808
Školní družina;Pelhøimov;150;15,00386884;49,4745808
Školní klub;Pelhøimov;30;15,00285603;49,47508385
Školní družina;Pelhøimov;150;15,00285603;49,47508385
Školní klub;Pelhøimov;30;15,00285603;49,47508385
Školní družina;Pelhøimov;150;15,00285603;49,47508385
Školní jídelna;Pelhøimov;750;15,00285603;49,47508385
Dùm dìtí a mládeže;Pelhøimov;60;15,00395358;49,4767683
Mateøská škola;Pelhøimov;30;15,00395358;49,4767683
Dùm dìtí a mládeže;Pelhøimov;60;15,00395358;49,4767683
Školní jídelna;Pelhøimov;80;15,00395358;49,4767683
Mateøská škola;Pelhøimov;80;15,00395358;49,4767683
Školní jídelna;Pelhøimov;80;15,00395358;49,4767683
Mateøská škola;Pelhøimov;80;15,00395358;49,4767683
Školní jídelna;Pelhøimov;125;15,07099456;49,30054227
Mateøská škola;Pelhøimov;81;15,07099456;49,30054227
Domov mládeže;Pelhøimov;127;15,07210507;49,29818252
Školní jídelna;Pelhøimov;222;15,07210507;49,29818252
Støední škola;Žïár nad Sázavou;0;15,99566659;49,35615985
Školní jídelna - výdejna;Žïár nad Sázavou;0;16,26220854;49,52423845
Mateøská škola;Žïár nad Sázavou;0;16,26220854;49,52423845
Školní jídelna - výdejna;Žïár nad Sázavou;0;16,26220854;49,52423845
ŠJ - v;Žïár nad Sázavou;0;16,26220854;49,52423845
Mateøská škola;Žïár nad Sázavou;0;16,26220854;49,52423845
Školní jídelna;Havlíèkùv Brod;120;15,57226256;49,61157868
Mateøská škola;Havlíèkùv Brod;130;15,57226256;49,61157868
Mateøská škola;Havlíèkùv Brod;0;15,57211606;49,61098097
Školní jídelna;Havlíèkùv Brod;0;15,57211606;49,61098097
Školní jídelna;Tøebíè;52;15,88312722;49,2078339
Základní škola;Tøebíè;14;15,88117174;49,20773542
Školní jídelna;Tøebíè;52;15,88117174;49,20773542
Internát;Tøebíè;19;15,88117174;49,20773542
Školní družina;Tøebíè;10;15,88117174;49,20773542
Školní jídelna;Havlíèkùv Brod;160;14,31039932;48,81278206
Školní družina;Havlíèkùv Brod;50;14,31039932;48,81278206
Mateøská škola;Havlíèkùv Brod;30;14,31039932;48,81278206
Mateøská škola;Havlíèkùv Brod;0;15,64981496;49,60418387
Školní jídelna - výdejna;Havlíèkùv Brod;50;15,64981496;49,60418387
Støední škola;Havlíèkùv Brod;0;15,41160554;49,66847247
Domov mládeže;Havlíèkùv Brod;0;15,41160554;49,66847247
Støední škola;Havlíèkùv Brod;0;15,41160554;49,66847247
Domov mládeže;Havlíèkùv Brod;0;15,41160554;49,66847247
Základní škola;Žïár nad Sázavou;0;16,11138035;49,39095964
Støední škola;Žïár nad Sázavou;6;16,11138035;49,39095964
Základní umìlecká škola;Jihlava;260;15,71413311;49,48715687
DDM;Tøebíè;0;15,72434311;49,25833597
Školní družina;Jihlava;50;15,77338121;49,44243963
Školní jídelna;Jihlava;120;15,77338121;49,44243963
Dùm dìtí a mládeže;Jihlava;0;15,77338121;49,44243963
Mateøská škola;Jihlava;28;15,77208278;49,4419799
Zaøíz. pro DVPP;Tøebíè;0;15,88674989;49,20811398
Støední škola;Tøebíè;100;15,88674989;49,20811398
Støední škola;Tøebíè;60;15,88674989;49,20811398
Støední škola;Jihlava;400;15,5935847;49,38700717
Vyšší odborná škola;Jihlava;200;15,5935847;49,38700717
Mateøská škola;Žïár nad Sázavou;50;16,0630295;49,56162307
Školní družina;Žïár nad Sázavou;0;16,0630295;49,56162307
Školní jídelna;Žïár nad Sázavou;118;16,06682879;49,56325857
Mateøská škola;Žïár nad Sázavou;100;16,06682879;49,56325857
Dùm dìtí a mládeže;Jihlava;0;15,71414368;49,48546409
Mateøská škola;Havlíèkùv Brod;75;15,59062189;49,6082735
Školní jídelna;Havlíèkùv Brod;65;15,59062189;49,6082735
Školní jídelna;Jihlava;800;15,57607784;49,39473736
Domov mládeže;Jihlava;386;15,57607784;49,39473736
Støední škola;Havlíèkùv Brod;560;15,67241366;49,71144721
Školní jídelna - výdejna;Havlíèkùv Brod;0;15,67241366;49,71144721
Støední škola;Jihlava;249;15,582956;49,39489856
Støední škola;Jihlava;80;15,582956;49,39489856
Støední škola;Jihlava;401;15,582956;49,39489856
Zaøízení pro DVPP;Jihlava;0;15,582956;49,39489856
Støedisko služeb školám;Jihlava;0;15,582956;49,39489856
Školní jídelna;Jihlava;600;15,57809882;49,39442881
Základní škola;Jihlava;600;15,57809882;49,39442881
Vyšší odborná škola;Tøebíè;375;15,86713427;49,22297445
Støední škola;Tøebíè;590;15,86713427;49,22297445
Školní jídelna;Tøebíè;300;15,86713427;49,22297445
Domov mládeže;Tøebíè;157;15,86713427;49,22297445
Školní jídelna;Jihlava;800;15,57607784;49,39473736
Domov mládeže;Jihlava;386;15,57607784;49,39473736
Školní jídelna;Jihlava;800;15,57607784;49,39473736
Domov mládeže;Jihlava;386;15,57607784;49,39473736
Školní jídelna;Havlíèkùv Brod;290;15,48621478;49,75581242
Základní škola;Havlíèkùv Brod;0;15,48503223;49,75506348
Školní družina;Havlíèkùv Brod;45;15,48503223;49,75506348
